id,name,age,salary,city,score,join_date,comment
***-***-3103,F***,20.0,***-***-00.0,HY***,,***-***-5-10,#na#
***-***-3104,J***,40.0,***-***-00.0,HY***,99.94,***-***-1-01,#na#
***-***-3105,Y***,25.0,***-***-00.0,,61.96,***-***-5-10,good
***-***-3106,Z***,999.0,***-***-00.0,MU***,87.57,***-***-5-10,#na#
***-***-3107,U***,35.0,***-***-00.0,,5.03,***-***-date,#na#
***-***-3108,C***,-5.0,***-***-00.0,MU***,10.04,***-***-date,good
***-***-3109,H***,999.0,***-***-00.0,PU***,94.52,***-***-5-10,#na#
***-***-3110,N***,-5.0,***-***-00.0,BA***,56.85,***-***-5-10,
***-***-3111,Y***,20.0,***-***-00.0,CH***,11.46,***-***-1-01,good
***-***-3112,X***,999.0,***-***-00.0,MU***,42.29,***-***-3-40,avg
***-***-3113,O***,35.0,***-***-00.0,PU***,,***-***-date,excellent!!!
***-***-3114,L***,30.0,***-***-00.0,DE***,41.39,,
***-***-3115,N***,,***-***-00.0,MU***,0.41,***-***-date,
***-***-3116,S***,999.0,***-***-00.0,LO***,6.82,***-***-5-10,???
***-***-3117,Y***,-5.0,,HY***,59.99,***-***-date,
***-***-3118,J***,,***-***-00.0,DE***,84.74,***-***-1-01,
***-***-3119,R***,40.0,***-***-00.0,KO***,16.92,***-***-date,#na#
***-***-3120,N***,35.0,***-***-00.0,PU***,94.0,,bad
***-***-3121,D***,25.0,,,,***-***-date,excellent!!!
***-***-3122,B***,-5.0,***-***-00.0,HY***,11.55,***-***-3-40,good
***-***-3123,K***,40.0,***-***-00.0,MU***,34.8,***-***-date,bad
***-***-3124,L***,35.0,,BA***,83.6,***-***-date,avg
***-***-3125,P***,999.0,***-***-00.0,,6.75,***-***-5-10,excellent!!!
***-***-3126,K***,30.0,***-***-00.0,NY***,45.67,***-***-1-01,???
***-***-3127,J***,-5.0,***-***-00.0,MU***,,,
***-***-3128,H***,25.0,***-***-00.0,PU***,64.1,***-***-1-01,bad
***-***-3129,K***,40.0,***-***-00.0,BA***,59.58,***-***-5-10,good
***-***-3130,K***,25.0,***-***-00.0,NY***,,***-***-3-40,
***-***-3131,C***,-5.0,***-***-00.0,LO***,45.26,***-***-1-01,good
***-***-3132,L***,30.0,***-***-00.0,DE***,16.31,***-***-1-01,good
***-***-3133,D***,30.0,,MU***,88.35,***-***-5-10,bad
***-***-3134,D***,30.0,***-***-00.0,HY***,,***-***-5-10,good
***-***-3135,E***,35.0,***-***-00.0,NY***,76.43,***-***-1-01,
***-***-3136,K***,20.0,***-***-00.0,LO***,75.75,,#na#
***-***-3137,M***,40.0,***-***-00.0,BA***,2.33,,good
***-***-3138,H***,999.0,***-***-00.0,HY***,13.7,***-***-date,avg
***-***-3139,F***,-5.0,***-***-00.0,BA***,16.02,***-***-date,bad
***-***-3140,M***,30.0,***-***-00.0,LO***,66.43,,excellent!!!
***-***-3141,F***,,***-***-00.0,MU***,32.86,***-***-1-01,???
***-***-3142,,35.0,***-***-00.0,,17.91,***-***-1-01,excellent!!!
***-***-3143,E***,-5.0,***-***-00.0,BA***,78.45,,???
***-***-3144,I***,35.0,***-***-00.0,KO***,80.75,***-***-5-10,bad
***-***-3145,O***,25.0,,KO***,53.96,***-***-5-10,
***-***-3146,,40.0,,KO***,93.61,***-***-3-40,good
***-***-3147,K***,999.0,***-***-00.0,HY***,99.11,***-***-1-01,#na#
***-***-3148,J***,30.0,***-***-00.0,KO***,56.51,***-***-1-01,???
***-***-3149,Q***,35.0,***-***-00.0,,85.63,***-***-3-40,bad
***-***-3150,,40.0,***-***-00.0,MU***,,***-***-date,excellent!!!
***-***-3151,O***,20.0,***-***-00.0,BA***,52.82,***-***-3-40,excellent!!!
***-***-3152,N***,30.0,,NY***,68.52,***-***-date,bad
***-***-3153,R***,25.0,***-***-00.0,DE***,0.74,***-***-3-40,excellent!!!
***-***-3154,F***,999.0,***-***-00.0,NY***,72.66,***-***-5-10,excellent!!!
***-***-3155,Y***,40.0,***-***-00.0,BA***,72.71,,bad
***-***-3156,Y***,999.0,***-***-00.0,NY***,6.88,,good
***-***-3157,G***,999.0,***-***-00.0,MU***,48.52,***-***-5-10,good
***-***-3158,O***,-5.0,***-***-00.0,BA***,23.07,***-***-3-40,excellent!!!
***-***-3159,L***,25.0,,DE***,2.6,,good
***-***-3160,Y***,35.0,***-***-00.0,,71.09,***-***-5-10,bad
***-***-3161,B***,40.0,***-***-00.0,LO***,,***-***-1-01,#na#
***-***-3162,H***,30.0,***-***-00.0,DE***,10.08,***-***-1-01,good
***-***-3163,C***,999.0,***-***-00.0,,53.46,***-***-5-10,#na#
***-***-3164,Y***,30.0,***-***-00.0,,62.07,***-***-3-40,
***-***-3165,O***,40.0,,LO***,39.21,***-***-3-40,
***-***-3166,O***,30.0,***-***-00.0,LO***,66.65,,
***-***-3167,N***,30.0,,DE***,61.02,***-***-3-40,good
***-***-3168,K***,30.0,,LO***,75.04,***-***-1-01,???
***-***-3169,D***,40.0,***-***-00.0,PU***,1.82,***-***-3-40,excellent!!!
***-***-3170,I***,35.0,***-***-00.0,BA***,78.33,***-***-1-01,
***-***-3171,A***,30.0,,CH***,,,good
***-***-3172,E***,30.0,***-***-00.0,LO***,79.39,***-***-1-01,excellent!!!
***-***-3173,W***,-5.0,***-***-00.0,NY***,25.09,***-***-5-10,bad
***-***-3174,Q***,25.0,***-***-00.0,DE***,17.46,***-***-date,avg
***-***-3175,Z***,25.0,***-***-00.0,BA***,96.75,***-***-5-10,excellent!!!
***-***-3176,V***,,***-***-00.0,BA***,13.66,***-***-5-10,bad
***-***-3177,N***,30.0,,DE***,37.03,***-***-3-40,
***-***-3178,M***,35.0,***-***-00.0,NY***,1.79,,???
***-***-3179,F***,,***-***-00.0,KO***,85.93,***-***-date,???
***-***-3180,V***,-5.0,***-***-00.0,KO***,,***-***-1-01,good
***-***-3181,C***,25.0,***-***-00.0,CH***,23.82,***-***-5-10,
***-***-3182,Q***,40.0,***-***-00.0,MU***,85.46,***-***-5-10,avg
***-***-3183,,25.0,***-***-00.0,CH***,17.58,***-***-3-40,#na#
***-***-3184,M***,20.0,***-***-00.0,DE***,46.22,,???
***-***-3185,H***,30.0,***-***-00.0,BA***,78.09,***-***-3-40,bad
***-***-3186,W***,20.0,***-***-00.0,KO***,71.52,***-***-1-01,excellent!!!
***-***-3187,I***,,***-***-00.0,HY***,41.76,***-***-1-01,bad
***-***-3188,,40.0,***-***-00.0,MU***,72.4,***-***-5-10,bad
***-***-3189,U***,20.0,,CH***,78.45,***-***-3-40,bad
***-***-3190,H***,,***-***-00.0,DE***,,***-***-1-01,
***-***-3191,J***,30.0,***-***-00.0,KO***,65.99,***-***-1-01,bad
***-***-3192,X***,-5.0,***-***-00.0,CH***,99.0,***-***-3-40,excellent!!!
***-***-3193,U***,25.0,***-***-00.0,LO***,43.63,***-***-3-40,bad
***-***-3194,M***,40.0,***-***-00.0,CH***,33.77,,bad
***-***-3195,M***,20.0,***-***-00.0,,65.95,***-***-5-10,
***-***-3196,,40.0,***-***-00.0,CH***,20.67,***-***-3-40,excellent!!!
***-***-3197,W***,25.0,***-***-00.0,,44.09,,bad
***-***-3198,N***,999.0,***-***-00.0,KO***,21.84,***-***-date,???
***-***-3199,Z***,20.0,***-***-00.0,HY***,91.08,***-***-5-10,avg
***-***-3200,C***,,***-***-00.0,,44.31,***-***-date,bad
***-***-3201,J***,999.0,***-***-00.0,LO***,1.6,***-***-5-10,???
***-***-3202,W***,35.0,***-***-00.0,DE***,61.78,***-***-date,bad
***-***-3203,Z***,20.0,***-***-00.0,HY***,69.76,***-***-3-40,excellent!!!
***-***-3204,N***,40.0,***-***-00.0,BA***,27.2,***-***-1-01,bad
***-***-3205,R***,20.0,,,76.71,***-***-3-40,#na#
***-***-3206,C***,20.0,***-***-00.0,BA***,85.85,,???
***-***-3207,T***,40.0,***-***-00.0,KO***,35.66,***-***-3-40,bad
***-***-3208,L***,,***-***-00.0,DE***,94.12,***-***-date,excellent!!!
***-***-3209,V***,,***-***-00.0,PU***,23.43,***-***-date,excellent!!!
***-***-3210,C***,30.0,***-***-00.0,,24.51,,bad
***-***-3211,I***,,***-***-00.0,MU***,,***-***-1-01,
***-***-3212,S***,30.0,***-***-00.0,DE***,,***-***-5-10,???
***-***-3213,V***,999.0,***-***-00.0,BA***,74.63,***-***-date,avg
***-***-3214,N***,,,KO***,3.17,***-***-date,bad
***-***-3215,E***,40.0,***-***-00.0,HY***,3.92,***-***-3-40,bad
***-***-3216,P***,999.0,***-***-00.0,MU***,,***-***-1-01,???
***-***-3217,R***,20.0,***-***-00.0,HY***,12.33,***-***-1-01,???
***-***-3218,C***,999.0,***-***-00.0,,,***-***-5-10,#na#
***-***-3219,A***,-5.0,***-***-00.0,LO***,27.49,***-***-3-40,???
***-***-3220,W***,30.0,,HY***,3.68,***-***-1-01,#na#
***-***-3221,V***,999.0,***-***-00.0,BA***,2.4,***-***-date,???
***-***-3222,W***,35.0,***-***-00.0,CH***,71.25,***-***-5-10,good
***-***-3223,C***,35.0,***-***-00.0,CH***,13.17,***-***-5-10,#na#
***-***-3224,U***,40.0,***-***-00.0,LO***,88.41,,avg
***-***-3225,I***,,***-***-00.0,KO***,2.88,***-***-1-01,bad
***-***-3226,S***,20.0,***-***-00.0,KO***,43.85,,excellent!!!
***-***-3227,U***,999.0,***-***-00.0,PU***,,***-***-date,good
***-***-3228,Z***,999.0,***-***-00.0,KO***,2.41,,bad
***-***-3229,G***,35.0,***-***-00.0,BA***,83.94,***-***-3-40,???
***-***-3230,G***,20.0,,DE***,77.47,***-***-date,#na#
***-***-3231,A***,,***-***-00.0,CH***,,***-***-5-10,???
***-***-3232,J***,999.0,***-***-00.0,HY***,,***-***-1-01,good
***-***-3233,E***,-5.0,***-***-00.0,DE***,38.7,***-***-5-10,
***-***-3234,L***,,***-***-00.0,CH***,13.36,***-***-3-40,good
***-***-3235,V***,,***-***-00.0,LO***,29.46,***-***-1-01,excellent!!!
***-***-3236,B***,20.0,***-***-00.0,HY***,40.51,***-***-3-40,excellent!!!
***-***-3237,L***,35.0,***-***-00.0,DE***,46.5,,#na#
***-***-3238,G***,-5.0,***-***-00.0,NY***,39.34,***-***-1-01,avg
***-***-3239,C***,999.0,***-***-00.0,DE***,76.3,***-***-5-10,good
***-***-3240,T***,40.0,***-***-00.0,MU***,,***-***-1-01,???
***-***-3241,R***,-5.0,***-***-00.0,NY***,25.28,***-***-5-10,excellent!!!
***-***-3242,R***,25.0,***-***-00.0,BA***,35.28,***-***-date,avg
***-***-3243,Z***,35.0,,MU***,20.24,,good
***-***-3244,L***,35.0,***-***-00.0,LO***,34.64,***-***-5-10,#na#
***-***-3245,T***,20.0,***-***-00.0,KO***,85.87,***-***-1-01,bad
***-***-3246,C***,20.0,***-***-00.0,DE***,1.41,***-***-date,excellent!!!
***-***-3247,L***,-5.0,***-***-00.0,NY***,2.19,***-***-date,good
***-***-3248,W***,40.0,***-***-00.0,LO***,25.1,***-***-1-01,#na#
***-***-3249,Q***,999.0,,HY***,24.54,***-***-1-01,???
***-***-3250,G***,30.0,***-***-00.0,NY***,89.92,***-***-date,avg
***-***-3251,W***,999.0,***-***-00.0,DE***,74.7,***-***-1-01,bad
***-***-3252,Q***,25.0,***-***-00.0,,7.91,,avg
***-***-3253,R***,25.0,,CH***,66.58,***-***-date,excellent!!!
***-***-3254,P***,20.0,***-***-00.0,NY***,,***-***-1-01,???
***-***-3255,V***,,***-***-00.0,MU***,61.09,***-***-1-01,
***-***-3256,Y***,20.0,,PU***,79.04,***-***-1-01,excellent!!!
***-***-3257,J***,999.0,***-***-00.0,DE***,11.85,,avg
***-***-3258,M***,35.0,***-***-00.0,DE***,23.89,,excellent!!!
***-***-3259,O***,,***-***-00.0,NY***,16.43,***-***-date,good
***-***-3260,D***,-5.0,***-***-00.0,NY***,50.54,,
***-***-3261,C***,-5.0,***-***-00.0,DE***,41.41,***-***-5-10,#na#
***-***-3262,B***,999.0,***-***-00.0,BA***,11.61,,good
***-***-3263,Q***,999.0,***-***-00.0,KO***,7.16,***-***-5-10,good
***-***-3264,W***,35.0,***-***-00.0,LO***,79.86,***-***-5-10,???
***-***-3265,R***,25.0,***-***-00.0,HY***,1.34,,#na#
***-***-3266,D***,999.0,***-***-00.0,HY***,51.17,***-***-3-40,bad
***-***-3267,D***,25.0,***-***-00.0,,28.04,***-***-5-10,excellent!!!
***-***-3268,H***,999.0,***-***-00.0,CH***,79.54,***-***-5-10,good
***-***-3269,U***,40.0,***-***-00.0,NY***,22.64,***-***-5-10,#na#
***-***-3270,Z***,20.0,***-***-00.0,BA***,40.05,,#na#
***-***-3271,N***,,***-***-00.0,MU***,12.8,***-***-3-40,#na#
***-***-3272,J***,35.0,***-***-00.0,CH***,25.21,,
***-***-3273,K***,-5.0,***-***-00.0,,8.09,***-***-3-40,excellent!!!
***-***-3274,U***,999.0,***-***-00.0,NY***,0.02,,???
***-***-3275,V***,-5.0,***-***-00.0,KO***,17.37,***-***-5-10,good
***-***-3276,K***,20.0,***-***-00.0,,54.22,***-***-5-10,avg
***-***-3277,Y***,40.0,***-***-00.0,PU***,63.04,***-***-1-01,???
***-***-3278,J***,25.0,***-***-00.0,NY***,,***-***-5-10,excellent!!!
***-***-3279,,,***-***-00.0,KO***,50.1,,???
***-***-3280,T***,25.0,***-***-00.0,MU***,12.55,***-***-3-40,
***-***-3281,D***,20.0,,BA***,30.2,***-***-5-10,
***-***-3282,V***,999.0,,,70.67,***-***-date,???
***-***-3283,Y***,25.0,***-***-00.0,LO***,72.26,***-***-1-01,excellent!!!
***-***-3284,Z***,30.0,***-***-00.0,DE***,73.15,***-***-1-01,
***-***-3285,S***,,***-***-00.0,DE***,18.16,***-***-date,#na#
***-***-3286,P***,30.0,***-***-00.0,HY***,91.83,***-***-1-01,bad
***-***-3287,E***,20.0,***-***-00.0,,68.33,***-***-date,#na#
***-***-3288,Z***,999.0,***-***-00.0,KO***,27.81,***-***-date,excellent!!!
***-***-3289,I***,20.0,***-***-00.0,MU***,23.82,***-***-3-40,avg
***-***-3290,Q***,,***-***-00.0,LO***,88.72,***-***-1-01,bad
***-***-3291,F***,-5.0,***-***-00.0,LO***,6.76,***-***-1-01,avg
***-***-3292,U***,35.0,***-***-00.0,MU***,15.73,***-***-date,good
***-***-3293,Q***,40.0,***-***-00.0,MU***,90.75,***-***-date,
***-***-3294,P***,25.0,***-***-00.0,LO***,39.34,***-***-3-40,avg
***-***-3295,K***,30.0,***-***-00.0,BA***,22.69,***-***-5-10,#na#
***-***-3296,V***,25.0,***-***-00.0,NY***,99.69,***-***-date,bad
***-***-3297,L***,40.0,***-***-00.0,HY***,11.42,,excellent!!!
***-***-3298,B***,,***-***-00.0,NY***,10.72,***-***-3-40,excellent!!!
***-***-3299,T***,25.0,***-***-00.0,MU***,55.85,,bad
***-***-3300,Q***,40.0,***-***-00.0,CH***,98.63,***-***-date,???
***-***-3301,U***,,***-***-00.0,HY***,2.45,***-***-1-01,
***-***-3302,G***,-5.0,***-***-00.0,MU***,43.99,***-***-3-40,
***-***-3303,P***,,***-***-00.0,,93.67,***-***-1-01,
***-***-3304,C***,999.0,***-***-00.0,BA***,61.71,,
***-***-3305,M***,20.0,***-***-00.0,LO***,64.17,***-***-3-40,bad
***-***-3306,W***,,***-***-00.0,HY***,24.85,***-***-1-01,bad
***-***-3307,,999.0,***-***-00.0,CH***,,***-***-1-01,
***-***-3308,O***,20.0,***-***-00.0,BA***,44.0,,excellent!!!
***-***-3309,X***,-5.0,***-***-00.0,PU***,50.53,***-***-3-40,bad
***-***-3310,J***,35.0,***-***-00.0,MU***,3.04,***-***-3-40,
***-***-3311,M***,-5.0,***-***-00.0,MU***,17.68,***-***-3-40,bad
***-***-3312,O***,-5.0,,KO***,11.31,***-***-1-01,#na#
***-***-3313,,25.0,***-***-00.0,LO***,81.31,,excellent!!!
***-***-3314,V***,25.0,***-***-00.0,,57.45,,good
***-***-3315,G***,30.0,***-***-00.0,BA***,57.74,***-***-1-01,bad
***-***-3316,L***,40.0,***-***-00.0,HY***,20.06,***-***-1-01,???
***-***-3317,U***,30.0,***-***-00.0,NY***,17.97,***-***-5-10,
***-***-3318,I***,20.0,***-***-00.0,CH***,6.96,***-***-5-10,#na#
***-***-3319,H***,,***-***-00.0,,57.33,***-***-3-40,avg
***-***-3320,E***,25.0,***-***-00.0,MU***,15.73,***-***-5-10,bad
***-***-3321,A***,30.0,***-***-00.0,NY***,52.33,***-***-date,excellent!!!
***-***-3322,O***,,***-***-00.0,PU***,10.35,***-***-5-10,???
***-***-3323,D***,35.0,***-***-00.0,LO***,66.57,***-***-date,
***-***-3324,L***,30.0,***-***-00.0,PU***,36.04,,good
***-***-3325,Q***,30.0,***-***-00.0,LO***,5.67,***-***-5-10,
***-***-3326,O***,20.0,***-***-00.0,HY***,78.69,***-***-date,good
***-***-3327,S***,999.0,***-***-00.0,NY***,30.01,***-***-date,#na#
***-***-3328,G***,25.0,***-***-00.0,DE***,91.5,***-***-5-10,avg
***-***-3329,E***,40.0,***-***-00.0,MU***,9.26,,???
***-***-3330,X***,25.0,***-***-00.0,KO***,12.13,***-***-1-01,avg
***-***-3331,M***,-5.0,***-***-00.0,MU***,,***-***-date,
***-***-3332,A***,35.0,***-***-00.0,DE***,74.79,***-***-date,avg
***-***-3333,L***,-5.0,,HY***,12.64,,bad
***-***-3334,H***,25.0,***-***-00.0,KO***,34.44,***-***-date,avg
***-***-3335,H***,40.0,***-***-00.0,LO***,20.34,,#na#
***-***-3336,J***,40.0,,DE***,30.01,***-***-3-40,excellent!!!
***-***-3337,Z***,30.0,***-***-00.0,PU***,93.94,***-***-1-01,
***-***-3338,N***,25.0,***-***-00.0,HY***,,***-***-date,
***-***-3339,M***,40.0,***-***-00.0,MU***,79.39,,bad
***-***-3340,V***,20.0,,KO***,41.82,***-***-5-10,#na#
***-***-3341,O***,30.0,***-***-00.0,NY***,24.49,***-***-date,good
***-***-3342,,20.0,***-***-00.0,CH***,73.64,***-***-3-40,bad
***-***-3343,N***,30.0,***-***-00.0,BA***,2.13,,avg
***-***-3344,R***,25.0,***-***-00.0,PU***,30.21,,avg
***-***-3345,M***,20.0,***-***-00.0,BA***,2.36,,good
***-***-3346,M***,30.0,***-***-00.0,KO***,9.52,,
***-***-3347,U***,35.0,***-***-00.0,KO***,51.52,***-***-date,#na#
***-***-3348,,40.0,***-***-00.0,PU***,12.0,***-***-5-10,excellent!!!
***-***-3349,R***,999.0,***-***-00.0,,84.74,,avg
***-***-3350,L***,35.0,***-***-00.0,,74.35,***-***-5-10,???
***-***-3351,M***,,***-***-00.0,HY***,72.54,***-***-5-10,avg
***-***-3352,,,,CH***,99.2,***-***-3-40,excellent!!!
***-***-3353,Y***,-5.0,***-***-00.0,LO***,68.49,***-***-5-10,
***-***-3354,A***,-5.0,***-***-00.0,KO***,70.29,,avg
***-***-3355,T***,,***-***-00.0,MU***,97.35,***-***-5-10,#na#
***-***-3356,,40.0,***-***-00.0,LO***,77.38,***-***-3-40,excellent!!!
***-***-3357,F***,35.0,***-***-00.0,HY***,83.72,,excellent!!!
***-***-3358,C***,-5.0,***-***-00.0,HY***,72.1,,avg
***-***-3359,T***,30.0,***-***-00.0,BA***,95.08,***-***-3-40,
***-***-3360,B***,,***-***-00.0,CH***,81.68,***-***-3-40,bad
***-***-3361,S***,40.0,***-***-00.0,MU***,49.97,***-***-3-40,#na#
***-***-3362,Y***,25.0,,DE***,14.68,***-***-date,#na#
***-***-3363,Q***,30.0,***-***-00.0,HY***,,,bad
***-***-3364,H***,,***-***-00.0,DE***,32.33,***-***-date,good
***-***-3365,B***,30.0,***-***-00.0,HY***,67.12,***-***-1-01,good
***-***-3366,H***,25.0,,MU***,31.51,***-***-3-40,excellent!!!
***-***-3367,Z***,25.0,***-***-00.0,BA***,8.57,,good
***-***-3368,O***,25.0,***-***-00.0,,64.9,,bad
***-***-3369,H***,999.0,***-***-00.0,HY***,75.72,***-***-1-01,#na#
***-***-3370,K***,-5.0,***-***-00.0,LO***,56.29,***-***-5-10,good
***-***-3371,,35.0,***-***-00.0,PU***,22.33,,???
***-***-3372,B***,999.0,***-***-00.0,MU***,6.79,***-***-1-01,avg
***-***-3373,X***,999.0,***-***-00.0,HY***,6.54,***-***-3-40,#na#
***-***-3374,S***,,***-***-00.0,NY***,61.39,***-***-1-01,avg
***-***-3375,V***,40.0,***-***-00.0,HY***,29.82,***-***-1-01,bad
***-***-3376,F***,20.0,***-***-00.0,MU***,44.44,***-***-1-01,
***-***-3377,J***,20.0,***-***-00.0,DE***,14.29,***-***-date,bad
***-***-3378,Q***,20.0,***-***-00.0,PU***,42.35,***-***-3-40,
***-***-3379,X***,40.0,***-***-00.0,NY***,17.66,***-***-date,bad
***-***-3380,,35.0,***-***-00.0,BA***,91.63,***-***-date,good
***-***-3381,Q***,999.0,***-***-00.0,MU***,86.6,***-***-3-40,good
***-***-3382,O***,,***-***-00.0,BA***,60.84,***-***-3-40,avg
***-***-3383,R***,30.0,***-***-00.0,BA***,70.33,***-***-date,???
***-***-3384,R***,999.0,***-***-00.0,HY***,33.49,***-***-5-10,#na#
***-***-3385,Y***,40.0,***-***-00.0,LO***,,***-***-1-01,#na#
***-***-3386,W***,25.0,***-***-00.0,MU***,59.01,***-***-5-10,???
***-***-3387,Q***,999.0,***-***-00.0,KO***,45.83,***-***-1-01,excellent!!!
***-***-3388,C***,20.0,***-***-00.0,PU***,13.25,***-***-5-10,
***-***-3389,R***,,***-***-00.0,,81.36,,#na#
***-***-3390,A***,35.0,***-***-00.0,,29.51,***-***-5-10,excellent!!!
***-***-3391,Q***,20.0,***-***-00.0,HY***,76.14,***-***-3-40,bad
***-***-3392,F***,20.0,***-***-00.0,,52.15,,???
***-***-3393,T***,20.0,***-***-00.0,NY***,42.6,***-***-3-40,#na#
***-***-3394,P***,,***-***-00.0,KO***,68.45,***-***-1-01,#na#
***-***-3395,V***,40.0,***-***-00.0,PU***,38.59,,bad
***-***-3396,K***,25.0,***-***-00.0,CH***,83.83,***-***-5-10,excellent!!!
***-***-3397,,35.0,***-***-00.0,NY***,94.09,***-***-date,
***-***-3398,C***,999.0,***-***-00.0,MU***,93.97,***-***-1-01,bad
***-***-3399,C***,,***-***-00.0,MU***,23.6,***-***-1-01,excellent!!!
***-***-3400,P***,999.0,***-***-00.0,PU***,63.55,***-***-5-10,#na#
***-***-3401,Q***,,***-***-00.0,LO***,19.66,***-***-3-40,good
***-***-3402,G***,999.0,***-***-00.0,PU***,72.83,,
***-***-3403,N***,,,HY***,62.42,***-***-1-01,bad
***-***-3404,J***,999.0,***-***-00.0,,,***-***-1-01,
***-***-3405,S***,999.0,***-***-00.0,HY***,36.22,***-***-5-10,avg
***-***-3406,O***,999.0,***-***-00.0,DE***,43.64,,excellent!!!
***-***-3407,K***,35.0,,MU***,57.54,***-***-3-40,good
***-***-3408,T***,35.0,***-***-00.0,BA***,81.55,***-***-5-10,#na#
***-***-3409,X***,20.0,***-***-00.0,MU***,93.49,,good
***-***-3410,Z***,20.0,***-***-00.0,MU***,43.2,***-***-date,#na#
***-***-3411,Q***,30.0,***-***-00.0,LO***,72.18,***-***-date,excellent!!!
***-***-3412,P***,,***-***-00.0,,12.51,***-***-5-10,???
***-***-3413,L***,40.0,,DE***,74.22,***-***-3-40,avg
***-***-3414,U***,35.0,***-***-00.0,BA***,85.35,***-***-3-40,???
***-***-3415,E***,-5.0,***-***-00.0,,13.08,***-***-date,avg
***-***-3416,P***,35.0,***-***-00.0,PU***,43.15,,excellent!!!
***-***-3417,H***,25.0,***-***-00.0,BA***,20.48,***-***-5-10,#na#
***-***-3418,U***,999.0,***-***-00.0,LO***,42.21,,
***-***-3419,K***,-5.0,,NY***,16.43,,
***-***-3420,L***,999.0,***-***-00.0,HY***,82.18,***-***-5-10,
***-***-3421,U***,-5.0,***-***-00.0,MU***,7.59,***-***-1-01,
***-***-3422,W***,,***-***-00.0,DE***,2.17,,excellent!!!
***-***-3423,H***,25.0,***-***-00.0,NY***,25.28,***-***-5-10,excellent!!!
***-***-3424,T***,40.0,***-***-00.0,NY***,75.93,,good
***-***-3425,R***,999.0,***-***-00.0,KO***,41.18,***-***-1-01,avg
***-***-3426,O***,40.0,***-***-00.0,LO***,55.9,***-***-date,avg
***-***-3427,M***,999.0,***-***-00.0,,55.97,***-***-date,good
***-***-3428,K***,20.0,***-***-00.0,KO***,20.68,,
***-***-3429,N***,999.0,***-***-00.0,BA***,55.75,***-***-3-40,#na#
***-***-3430,,30.0,***-***-00.0,PU***,1.74,***-***-3-40,
***-***-3431,Y***,,***-***-00.0,KO***,34.85,***-***-5-10,excellent!!!
***-***-3432,X***,25.0,,CH***,99.69,***-***-date,good
***-***-3433,J***,20.0,***-***-00.0,MU***,11.98,***-***-date,good
***-***-3434,P***,40.0,***-***-00.0,PU***,87.75,***-***-1-01,bad
***-***-3435,E***,30.0,***-***-00.0,BA***,80.8,***-***-date,
***-***-3436,D***,20.0,***-***-00.0,,27.26,***-***-3-40,bad
***-***-3437,U***,25.0,***-***-00.0,NY***,71.13,,good
***-***-3438,,-5.0,***-***-00.0,LO***,79.53,***-***-3-40,excellent!!!
***-***-3439,,40.0,***-***-00.0,KO***,60.56,***-***-1-01,bad
***-***-3440,,,,,29.36,***-***-5-10,good
***-***-3441,P***,40.0,***-***-00.0,KO***,9.39,***-***-date,???
***-***-3442,E***,999.0,***-***-00.0,LO***,25.21,***-***-1-01,good
***-***-3443,N***,999.0,***-***-00.0,MU***,99.63,***-***-date,#na#
***-***-3444,I***,999.0,***-***-00.0,HY***,90.26,***-***-date,avg
***-***-3445,,30.0,***-***-00.0,HY***,55.23,***-***-1-01,good
***-***-3446,G***,999.0,***-***-00.0,CH***,60.9,,excellent!!!
***-***-3447,X***,40.0,***-***-00.0,MU***,13.3,***-***-date,???
***-***-3448,A***,-5.0,,,,***-***-date,
***-***-3449,G***,35.0,***-***-00.0,CH***,15.77,***-***-1-01,#na#
***-***-3450,V***,20.0,***-***-00.0,BA***,41.74,***-***-1-01,
***-***-3451,V***,25.0,,,89.82,,excellent!!!
***-***-3452,N***,30.0,***-***-00.0,DE***,93.34,***-***-1-01,good
***-***-3453,Z***,35.0,***-***-00.0,HY***,28.49,***-***-3-40,excellent!!!
***-***-3454,Q***,25.0,,KO***,11.63,***-***-1-01,???
***-***-3455,A***,,***-***-00.0,CH***,5.91,***-***-1-01,avg
***-***-3456,M***,999.0,***-***-00.0,DE***,66.09,***-***-3-40,good
***-***-3457,N***,999.0,***-***-00.0,LO***,58.86,***-***-5-10,bad
***-***-3458,Z***,30.0,,DE***,63.93,***-***-3-40,avg
***-***-3459,E***,999.0,***-***-00.0,DE***,63.38,***-***-date,???
***-***-3460,J***,-5.0,***-***-00.0,BA***,31.08,***-***-5-10,#na#
***-***-3461,S***,,***-***-00.0,MU***,0.13,***-***-5-10,avg
***-***-3462,Y***,,***-***-00.0,KO***,19.39,***-***-1-01,bad
***-***-3463,A***,35.0,***-***-00.0,PU***,57.81,***-***-date,good
***-***-3464,Q***,999.0,,CH***,88.71,***-***-1-01,excellent!!!
***-***-3465,L***,20.0,***-***-00.0,,30.71,,good
***-***-3466,E***,999.0,***-***-00.0,KO***,,,avg
***-***-3467,L***,40.0,,PU***,16.14,,#na#
***-***-3468,G***,999.0,***-***-00.0,MU***,50.99,***-***-date,avg
***-***-3469,Y***,30.0,***-***-00.0,DE***,44.66,***-***-3-40,???
***-***-3470,L***,25.0,***-***-00.0,PU***,54.34,,???
***-***-3471,B***,-5.0,***-***-00.0,KO***,45.81,,???
***-***-3472,S***,999.0,***-***-00.0,CH***,29.4,***-***-3-40,good
